Date,Symbol,Available Supply,Unlocked Supply,Future Hires,Core Team,Early Investors,Community Rewards,Ecosystem Development
Jan 23 2025,HFT,600993902.55,600993902.55,1250000.00,82110000.00,135416667.00,129561776.96,252655458.59
Jan 20 2025,HFT,600918322.61,600918322.61,1250000.00,82110000.00,135416667.00,129506730.90,252634924.71
Jan 17 2025,HFT,600842742.68,600842742.68,1250000.00,82110000.00,135416667.00,129451684.85,252614390.83
Jan 14 2025,HFT,600767162.74,600767162.74,1250000.00,82110000.00,135416667.00,129396638.79,252593856.95
Jan 11 2025,HFT,600691582.81,600691582.81,1250000.00,82110000.00,135416667.00,129341592.74,252573323.07
Jan 08 2025,HFT,600616002.87,600616002.87,1250000.00,82110000.00,135416667.00,129286546.68,252552789.19
Jan 05 2025,HFT,586902827.58,586902827.58,833333.00,79695000.00,130208333.00,129218628.49,246947533.08
Jan 02 2025,HFT,586807939.43,586807939.43,833333.00,79695000.00,130208333.00,129144274.23,246926999.20
Dec 31 2024,HFT,586744680.67,586744680.67,833333.00,79695000.00,130208333.00,129094704.72,246913309.95
Dec 28 2024,HFT,586649792.53,586649792.53,833333.00,79695000.00,130208333.00,129020350.46,246892776.07
Dec 25 2024,HFT,586554904.38,586554904.38,833333.00,79695000.00,130208333.00,128945996.20,246872242.19
Dec 22 2024,HFT,586460016.24,586460016.24,833333.00,79695000.00,130208333.00,128871641.93,246851708.31
Dec 19 2024,HFT,586365128.10,586365128.10,833333.00,79695000.00,130208333.00,128797287.67,246831174.43
Dec 16 2024,HFT,586270239.96,586270239.96,833333.00,79695000.00,130208333.00,128722933.41,246810640.55
Dec 13 2024,HFT,586175351.81,586175351.81,833333.00,79695000.00,130208333.00,128648579.15,246790106.66
Dec 10 2024,HFT,586080463.67,586080463.67,833333.00,79695000.00,130208333.00,128574224.89,246769572.78
Dec 07 2024,HFT,585985575.53,585985575.53,833333.00,79695000.00,130208333.00,128499870.62,246749038.90
Dec 04 2024,HFT,572265966.16,572265966.16,416667.00,77280000.00,125000000.00,128425516.36,241143782.80
Dec 01 2024,HFT,572171078.02,572171078.02,416667.00,77280000.00,125000000.00,128351162.10,241123248.92
Nov 28 2024,HFT,572076189.88,572076189.88,416667.00,77280000.00,125000000.00,128276807.84,241102715.04
Nov 25 2024,HFT,571981301.73,571981301.73,416667.00,77280000.00,125000000.00,128202453.57,241082181.16
Nov 22 2024,HFT,571886413.59,571886413.59,416667.00,77280000.00,125000000.00,128128099.31,241061647.28
Nov 19 2024,HFT,571791525.45,571791525.45,416667.00,77280000.00,125000000.00,128053745.05,241041113.40
Nov 16 2024,HFT,571696637.30,571696637.30,416667.00,77280000.00,125000000.00,127979390.79,241020579.52
Nov 14 2024,HFT,571633378.54,571633378.54,416667.00,77280000.00,125000000.00,127929821.28,241006890.26
Nov 11 2024,HFT,571538490.40,571538490.40,416667.00,77280000.00,125000000.00,127855467.02,240986356.38
Nov 08 2024,HFT,571443602.25,571443602.25,416667.00,77280000.00,125000000.00,127781112.75,240965822.50
Nov 05 2024,HFT,557723991.88,557723991.88,0,74865000.00,119791667.00,127706758.49,235360566.39
Nov 02 2024,HFT,557629103.74,557629103.74,0,74865000.00,119791667.00,127632404.23,235340032.51
Oct 30 2024,HFT,557534215.59,557534215.59,0,74865000.00,119791667.00,127558049.97,235319498.63
Oct 27 2024,HFT,557439327.45,557439327.45,0,74865000.00,119791667.00,127483695.70,235298964.75
Oct 24 2024,HFT,557344439.31,557344439.31,0,74865000.00,119791667.00,127409341.44,235278430.87
Oct 21 2024,HFT,557249551.17,557249551.17,0,74865000.00,119791667.00,127334987.18,235257896.99
Oct 18 2024,HFT,557154663.02,557154663.02,0,74865000.00,119791667.00,127260632.92,235237363.10
Oct 15 2024,HFT,557059774.88,557059774.88,0,74865000.00,119791667.00,127186278.66,235216829.22
Oct 12 2024,HFT,556964886.74,556964886.74,0,74865000.00,119791667.00,127111924.39,235196295.34
Oct 09 2024,HFT,556869998.59,556869998.59,0,74865000.00,119791667.00,127037570.13,235175761.46
Oct 06 2024,HFT,543150395.23,543150395.23,0,72450000.00,114583333.00,126546556.87,229570505.36
Oct 03 2024,HFT,543055507.09,543055507.09,0,72450000.00,114583333.00,126472202.61,229549971.48
Sep 30 2024,HFT,542960618.94,542960618.94,0,72450000.00,114583333.00,126397848.34,229529437.60
Sep 27 2024,HFT,542865730.80,542865730.80,0,72450000.00,114583333.00,126323494.08,229508903.72
Sep 25 2024,HFT,542802472.04,542802472.04,0,72450000.00,114583333.00,126273924.57,229495214.46
Sep 22 2024,HFT,542707583.89,542707583.89,0,72450000.00,114583333.00,126199570.31,229474680.58
Sep 19 2024,HFT,542612695.75,542612695.75,0,72450000.00,114583333.00,126125216.05,229454146.70
Sep 16 2024,HFT,542517807.61,542517807.61,0,72450000.00,114583333.00,126050861.79,229433612.82
Sep 13 2024,HFT,542422919.46,542422919.46,0,72450000.00,114583333.00,125976507.52,229413078.94
Sep 10 2024,HFT,542328031.32,542328031.32,0,72450000.00,114583333.00,125902153.26,229392545.06
Sep 07 2024,HFT,542233143.18,542233143.18,0,72450000.00,114583333.00,125827799.00,229372011.18
Sep 04 2024,HFT,528513532.82,528513532.82,0,70035000.00,109375000.00,125336777.74,223766755.08
Sep 01 2024,HFT,528418644.67,528418644.67,0,70035000.00,109375000.00,125262423.48,223746221.20
Aug 29 2024,HFT,528323756.53,528323756.53,0,70035000.00,109375000.00,125188069.21,223725687.32
Aug 26 2024,HFT,528228868.39,528228868.39,0,70035000.00,109375000.00,125113714.95,223705153.43
Aug 23 2024,HFT,528133980.24,528133980.24,0,70035000.00,109375000.00,125039360.69,223684619.55
Aug 20 2024,HFT,528039092.10,528039092.10,0,70035000.00,109375000.00,124965006.43,223664085.67
Aug 17 2024,HFT,527944203.96,527944203.96,0,70035000.00,109375000.00,124890652.16,223643551.79
Aug 14 2024,HFT,527849315.81,527849315.81,0,70035000.00,109375000.00,124816297.90,223623017.91
Aug 11 2024,HFT,527754427.67,527754427.67,0,70035000.00,109375000.00,124741943.64,223602484.03
Aug 09 2024,HFT,527691168.91,527691168.91,0,70035000.00,109375000.00,124692374.13,223588794.78
Aug 06 2024,HFT,513971558.54,513971558.54,0,67620000.00,104166667.00,124201352.87,217983538.68
Aug 03 2024,HFT,513876670.40,513876670.40,0,67620000.00,104166667.00,124126998.61,217963004.79
Jul 31 2024,HFT,513781782.26,513781782.26,0,67620000.00,104166667.00,124052644.34,217942470.91
Jul 28 2024,HFT,513686894.11,513686894.11,0,67620000.00,104166667.00,123978290.08,217921937.03
Jul 25 2024,HFT,513592005.97,513592005.97,0,67620000.00,104166667.00,123903935.82,217901403.15
Jul 22 2024,HFT,513497117.83,513497117.83,0,67620000.00,104166667.00,123829581.56,217880869.27
Jul 19 2024,HFT,513402229.69,513402229.69,0,67620000.00,104166667.00,123755227.30,217860335.39
Jul 16 2024,HFT,513307341.54,513307341.54,0,67620000.00,104166667.00,123680873.03,217839801.51
Jul 13 2024,HFT,513212453.40,513212453.40,0,67620000.00,104166667.00,123606518.77,217819267.63
Jul 10 2024,HFT,513117565.26,513117565.26,0,67620000.00,104166667.00,123532164.51,217798733.75
Jul 07 2024,HFT,513022677.11,513022677.11,0,67620000.00,104166667.00,123457810.25,217778199.87
Jul 04 2024,HFT,499303065.74,499303065.74,0,65205000.00,98958333.00,122966788.98,212172943.76
Jul 01 2024,HFT,499208177.60,499208177.60,0,65205000.00,98958333.00,122892434.72,212152409.87
Jun 28 2024,HFT,499113289.45,499113289.45,0,65205000.00,98958333.00,122818080.46,212131875.99
Jun 25 2024,HFT,499018401.31,499018401.31,0,65205000.00,98958333.00,122743726.20,212111342.11
Jun 23 2024,HFT,498955142.55,498955142.55,0,65205000.00,98958333.00,122694156.69,212097652.86
Jun 20 2024,HFT,498860254.40,498860254.40,0,65205000.00,98958333.00,122619802.43,212077118.98
Jun 17 2024,HFT,498765366.26,498765366.26,0,65205000.00,98958333.00,122545448.16,212056585.10
Jun 14 2024,HFT,498670478.12,498670478.12,0,65205000.00,98958333.00,122471093.90,212036051.22
Jun 11 2024,HFT,498575589.97,498575589.97,0,65205000.00,98958333.00,122396739.64,212015517.34
Jun 08 2024,HFT,498480701.83,498480701.83,0,65205000.00,98958333.00,122322385.38,211994983.45
Jun 05 2024,HFT,484761091.47,484761091.47,0,62790000.00,93750000.00,121831364.11,206389727.35
Jun 02 2024,HFT,484666203.33,484666203.33,0,62790000.00,93750000.00,121757009.85,206369193.47
May 30 2024,HFT,484571315.18,484571315.18,0,62790000.00,93750000.00,121682655.59,206348659.59
May 27 2024,HFT,484476427.04,484476427.04,0,62790000.00,93750000.00,121608301.33,206328125.71
May 24 2024,HFT,484381538.90,484381538.90,0,62790000.00,93750000.00,121533947.07,206307591.83
May 21 2024,HFT,484286650.75,484286650.75,0,62790000.00,93750000.00,121459592.80,206287057.95
May 18 2024,HFT,484191762.61,484191762.61,0,62790000.00,93750000.00,121385238.54,206266524.07
May 15 2024,HFT,484096874.47,484096874.47,0,62790000.00,93750000.00,121310884.28,206245990.19
May 12 2024,HFT,484001986.32,484001986.32,0,62790000.00,93750000.00,121236530.02,206225456.31
May 09 2024,HFT,483907098.18,483907098.18,0,62790000.00,93750000.00,121162175.75,206204922.43
May 07 2024,HFT,483843839.42,483843839.42,0,62790000.00,93750000.00,121112606.25,206191233.17
May 04 2024,HFT,470124229.05,470124229.05,0,60375000.00,88541667.00,120621584.98,200585977.07
May 01 2024,HFT,470029340.91,470029340.91,0,60375000.00,88541667.00,120547230.72,200565443.19
Apr 28 2024,HFT,469934452.77,469934452.77,0,60375000.00,88541667.00,120472876.46,200544909.31
Apr 25 2024,HFT,469839564.62,469839564.62,0,60375000.00,88541667.00,120398522.20,200524375.43
Apr 22 2024,HFT,469744676.48,469744676.48,0,60375000.00,88541667.00,120324167.93,200503841.55
Apr 19 2024,HFT,469649788.34,469649788.34,0,60375000.00,88541667.00,120249813.67,200483307.67
Apr 16 2024,HFT,469554900.19,469554900.19,0,60375000.00,88541667.00,120175459.41,200462773.79
Apr 13 2024,HFT,469460012.05,469460012.05,0,60375000.00,88541667.00,120101105.15,200442239.90
Apr 10 2024,HFT,469365123.91,469365123.91,0,60375000.00,88541667.00,120026750.89,200421706.02
Apr 07 2024,HFT,469270235.77,469270235.77,0,60375000.00,88541667.00,119952396.62,200401172.14
Apr 04 2024,HFT,455550624.40,455550624.40,0,57960000.00,83333333.00,119461375.36,194795916.04
Apr 01 2024,HFT,455455736.26,455455736.26,0,57960000.00,83333333.00,119387021.10,194775382.16
Mar 29 2024,HFT,0,455360848.12,0,57960000.00,83333333.00,119312666.84,194754848.28
Mar 26 2024,HFT,0,455265959.97,0,57960000.00,83333333.00,119238312.57,194734314.40
Mar 23 2024,HFT,0,455171071.83,0,57960000.00,83333333.00,119163958.31,194713780.52
Mar 21 2024,HFT,0,455107813.07,0,57960000.00,83333333.00,119114388.80,194700091.26
Mar 18 2024,HFT,0,455012924.92,0,57960000.00,83333333.00,119040034.54,194679557.38
Mar 15 2024,HFT,0,454918036.78,0,57960000.00,83333333.00,118965680.28,194659023.50
Mar 12 2024,HFT,0,454823148.64,0,57960000.00,83333333.00,118891326.02,194638489.62
Mar 09 2024,HFT,0,454728260.49,0,57960000.00,83333333.00,118816971.75,194617955.74
Mar 06 2024,HFT,0,441008650.13,0,55545000.00,78125000.00,118325950.49,189012699.64
Mar 03 2024,HFT,0,440913761.99,0,55545000.00,78125000.00,118251596.23,188992165.76
Feb 29 2024,HFT,0,440818873.84,0,55545000.00,78125000.00,118177241.97,188971631.88
Feb 26 2024,HFT,0,440723985.70,0,55545000.00,78125000.00,118102887.70,188951098.00
Feb 23 2024,HFT,0,440629097.56,0,55545000.00,78125000.00,118028533.44,188930564.12
Feb 20 2024,HFT,0,440534209.42,0,55545000.00,78125000.00,117954179.18,188910030.23
Feb 17 2024,HFT,0,440439321.27,0,55545000.00,78125000.00,117879824.92,188889496.35
Feb 14 2024,HFT,0,440344433.13,0,55545000.00,78125000.00,117805470.66,188868962.47
Feb 11 2024,HFT,0,440249544.99,0,55545000.00,78125000.00,117731116.39,188848428.59
Feb 08 2024,HFT,0,440154656.84,0,55545000.00,78125000.00,117656762.13,188827894.71
Feb 05 2024,HFT,0,426435046.47,0,53130000.00,72916667.00,117165740.87,183222638.60
Feb 02 2024,HFT,0,426340158.33,0,53130000.00,72916667.00,117091386.61,183202104.72
Jan 31 2024,HFT,0,426276899.56,0,53130000.00,72916667.00,117041817.10,183188415.47
Jan 28 2024,HFT,0,426182011.42,0,53130000.00,72916667.00,116967462.84,183167881.58
Jan 25 2024,HFT,0,426087123.28,0,53130000.00,72916667.00,116893108.57,183147347.70
Jan 22 2024,HFT,0,425992235.13,0,53130000.00,72916667.00,116818754.31,183126813.82
Jan 19 2024,HFT,0,425897346.99,0,53130000.00,72916667.00,116744400.05,183106279.94
Jan 16 2024,HFT,0,425802458.85,0,53130000.00,72916667.00,116670045.79,183085746.06
Jan 13 2024,HFT,0,425707570.70,0,53130000.00,72916667.00,116595691.52,183065212.18
Jan 10 2024,HFT,0,425612682.56,0,53130000.00,72916667.00,116521337.26,183044678.30
Jan 07 2024,HFT,0,425517794.42,0,53130000.00,72916667.00,116446983.00,183024144.42
Jan 04 2024,HFT,0,411374612.22,0,50715000.00,67708333.00,115532390.90,177418888.32
Jan 01 2024,HFT,0,410856153.24,0,50715000.00,67708333.00,115034465.80,177398354.44
Dec 29 2023,HFT,0,410337694.26,0,50715000.00,67708333.00,114536540.70,177377820.56
Dec 26 2023,HFT,0,409819235.28,0,50715000.00,67708333.00,114038615.61,177357286.67
Dec 23 2023,HFT,0,409300776.30,0,50715000.00,67708333.00,113540690.51,177336752.79
Dec 20 2023,HFT,0,408782317.32,0,50715000.00,67708333.00,113042765.41,177316218.91
Dec 17 2023,HFT,0,408263858.34,0,50715000.00,67708333.00,112544840.31,177295685.03
Dec 15 2023,HFT,0,407918219.02,0,50715000.00,67708333.00,112212890.25,177281995.78
Dec 12 2023,HFT,0,407399760.04,0,50715000.00,67708333.00,111714965.15,177261461.90
Dec 09 2023,HFT,0,406881301.07,0,50715000.00,67708333.00,111217040.05,177240928.02
Dec 06 2023,HFT,0,392738119.87,0,48300000.00,62500000.00,110302447.95,171635671.92
Dec 03 2023,HFT,0,392219660.89,0,48300000.00,62500000.00,109804522.85,171615138.03
Nov 30 2023,HFT,0,391701201.91,0,48300000.00,62500000.00,109306597.75,171594604.15
Nov 27 2023,HFT,0,391182742.93,0,48300000.00,62500000.00,108808672.66,171574070.27
Nov 24 2023,HFT,0,390664283.95,0,48300000.00,62500000.00,108310747.56,171553536.39
Nov 21 2023,HFT,0,390145824.97,0,48300000.00,62500000.00,107812822.46,171533002.51
Nov 18 2023,HFT,0,389627365.99,0,48300000.00,62500000.00,107314897.36,171512468.63
Nov 15 2023,HFT,0,389108907.01,0,48300000.00,62500000.00,106816972.26,171491934.75
Nov 12 2023,HFT,0,388590448.03,0,48300000.00,62500000.00,106319047.16,171471400.87
Nov 09 2023,HFT,0,388071989.05,0,48300000.00,62500000.00,105821122.07,171450866.99
Nov 06 2023,HFT,0,227338615.89,0,0,0,105072505.00,122266110.89
Nov 03 2023,HFT,0,227318082.01,0,0,0,105072505.00,122245577.01
Oct 31 2023,HFT,0,227297548.12,0,0,0,105072505.00,122225043.12
Oct 29 2023,HFT,0,227283858.87,0,0,0,105072505.00,122211353.87
Oct 26 2023,HFT,0,227263324.99,0,0,0,105072505.00,122190819.99
Oct 23 2023,HFT,0,227242791.11,0,0,0,105072505.00,122170286.11
Oct 20 2023,HFT,0,227222257.23,0,0,0,105072505.00,122149752.23
Oct 17 2023,HFT,0,227201723.35,0,0,0,105072505.00,122129218.35
Oct 14 2023,HFT,0,227181189.47,0,0,0,105072505.00,122108684.47
Oct 11 2023,HFT,0,227160655.59,0,0,0,105072505.00,122088150.59
Oct 08 2023,HFT,0,227140121.70,0,0,0,105072505.00,122067616.70
Oct 05 2023,HFT,0,223888698.59,0,0,0,104655838.00,119232860.59
Oct 02 2023,HFT,0,223868164.71,0,0,0,104655838.00,119212326.71
Sep 29 2023,HFT,0,223847630.83,0,0,0,104655838.00,119191792.83
Sep 26 2023,HFT,0,223827096.95,0,0,0,104655838.00,119171258.95
Sep 23 2023,HFT,0,223806563.07,0,0,0,104655838.00,119150725.07
Sep 20 2023,HFT,0,223786029.19,0,0,0,104655838.00,119130191.19
Sep 17 2023,HFT,0,223765495.31,0,0,0,104655838.00,119109657.31
Sep 14 2023,HFT,0,223744961.43,0,0,0,104655838.00,119089123.43
Sep 12 2023,HFT,0,223731272.17,0,0,0,104655838.00,119075434.17
Sep 09 2023,HFT,0,223710738.29,0,0,0,104655838.00,119054900.29
Sep 06 2023,HFT,0,220459315.19,0,0,0,104239171.00,116220144.19
Sep 03 2023,HFT,0,220438781.31,0,0,0,104239171.00,116199610.31
Aug 31 2023,HFT,0,220418247.43,0,0,0,104239171.00,116179076.43
Aug 28 2023,HFT,0,220397713.55,0,0,0,104239171.00,116158542.55
Aug 25 2023,HFT,0,220377179.67,0,0,0,104239171.00,116138008.67
Aug 22 2023,HFT,0,220356645.79,0,0,0,104239171.00,116117474.79
Aug 19 2023,HFT,0,220336111.91,0,0,0,104239171.00,116096940.91
Aug 16 2023,HFT,0,220315578.02,0,0,0,104239171.00,116076407.02
Aug 13 2023,HFT,0,220295044.14,0,0,0,104239171.00,116055873.14
Aug 10 2023,HFT,0,220274510.26,0,0,0,104239171.00,116035339.26
Aug 07 2023,HFT,0,220253976.38,0,0,0,104239171.00,116014805.38
Aug 04 2023,HFT,0,217002553.28,0,0,0,103822504.00,113180049.28
Aug 01 2023,HFT,0,216982019.40,0,0,0,103822504.00,113159515.40
Jul 29 2023,HFT,0,216961485.52,0,0,0,103822504.00,113138981.52
Jul 27 2023,HFT,0,216947796.27,0,0,0,103822504.00,113125292.27
Jul 24 2023,HFT,0,216927262.38,0,0,0,103822504.00,113104758.38
Jul 21 2023,HFT,0,216906728.50,0,0,0,103822504.00,113084224.50
Jul 18 2023,HFT,0,216886194.62,0,0,0,103822504.00,113063690.62
Jul 15 2023,HFT,0,216865660.74,0,0,0,103822504.00,113043156.74
Jul 12 2023,HFT,0,216845126.86,0,0,0,103822504.00,113022622.86
Jul 09 2023,HFT,0,216824592.98,0,0,0,103822504.00,113002088.98
Jul 06 2023,HFT,0,213573169.88,0,0,0,103405837.00,110167332.88
Jul 03 2023,HFT,0,213552636.00,0,0,0,103405837.00,110146799.00
Jun 30 2023,HFT,0,213532102.12,0,0,0,103405837.00,110126265.12
Jun 27 2023,HFT,0,213511568.24,0,0,0,103405837.00,110105731.24
Jun 24 2023,HFT,0,213491034.36,0,0,0,103405837.00,110085197.36
Jun 21 2023,HFT,0,213470500.47,0,0,0,103405837.00,110064663.47
Jun 18 2023,HFT,0,213449966.59,0,0,0,103405837.00,110044129.59
Jun 15 2023,HFT,0,213429432.71,0,0,0,103405837.00,110023595.71
Jun 12 2023,HFT,0,213408898.83,0,0,0,103405837.00,110003061.83
Jun 09 2023,HFT,0,213388364.95,0,0,0,103405837.00,109982527.95
Jun 07 2023,HFT,0,213374675.70,0,0,0,103405837.00,109968838.70
Jun 04 2023,HFT,0,210123252.60,0,0,0,102989170.00,107134082.60
Jun 01 2023,HFT,0,210102718.72,0,0,0,102989170.00,107113548.72
May 29 2023,HFT,0,210082184.83,0,0,0,102989170.00,107093014.83
May 26 2023,HFT,0,210061650.95,0,0,0,102989170.00,107072480.95
May 23 2023,HFT,0,210041117.07,0,0,0,102989170.00,107051947.07
May 20 2023,HFT,0,210020583.19,0,0,0,102989170.00,107031413.19
May 17 2023,HFT,0,210000049.31,0,0,0,102989170.00,107010879.31
May 14 2023,HFT,0,209979515.43,0,0,0,102989170.00,106990345.43
May 11 2023,HFT,0,209958981.55,0,0,0,102989170.00,106969811.55
May 08 2023,HFT,0,209938447.67,0,0,0,102989170.00,106949277.67
May 05 2023,HFT,0,206687024.56,0,0,0,102572503.00,104114521.56
May 02 2023,HFT,0,206666490.68,0,0,0,102572503.00,104093987.68
Apr 29 2023,HFT,0,206645956.80,0,0,0,102572503.00,104073453.80
Apr 26 2023,HFT,0,206625422.91,0,0,0,102572503.00,104052919.91
Apr 23 2023,HFT,0,206604889.03,0,0,0,102572503.00,104032386.03
Apr 21 2023,HFT,0,206591199.78,0,0,0,102572503.00,104018696.78
Apr 18 2023,HFT,0,206570665.90,0,0,0,102572503.00,103998162.90
Apr 15 2023,HFT,0,206550132.02,0,0,0,102572503.00,103977629.02
Apr 12 2023,HFT,0,206529598.14,0,0,0,102572503.00,103957095.14
Apr 09 2023,HFT,0,206509064.26,0,0,0,102572503.00,103936561.26
Apr 06 2023,HFT,0,203257641.16,0,0,0,102155836.00,101101805.16
Apr 03 2023,HFT,0,203237107.27,0,0,0,102155836.00,101081271.27
Mar 31 2023,HFT,0,203216573.39,0,0,0,102155836.00,101060737.39
Mar 28 2023,HFT,0,203196039.51,0,0,0,102155836.00,101040203.51
Mar 25 2023,HFT,0,203175505.63,0,0,0,102155836.00,101019669.63
Mar 22 2023,HFT,0,203154971.75,0,0,0,102155836.00,100999135.75
Mar 19 2023,HFT,0,203134437.87,0,0,0,102155836.00,100978601.87
Mar 16 2023,HFT,0,203113903.99,0,0,0,102155836.00,100958067.99
Mar 13 2023,HFT,0,203093370.11,0,0,0,102155836.00,100937534.11
Mar 10 2023,HFT,0,203072836.23,0,0,0,102155836.00,100917000.23
Mar 07 2023,HFT,0,203052302.35,0,0,0,102155836.00,100896466.35
Mar 05 2023,HFT,0,199807723.87,0,0,0,101739169.00,98068554.87
Mar 02 2023,HFT,0,199787189.99,0,0,0,101739169.00,98048020.99
Feb 27 2023,HFT,0,199766656.11,0,0,0,101739169.00,98027487.11
Feb 24 2023,HFT,0,199746122.23,0,0,0,101739169.00,98006953.23
Feb 21 2023,HFT,0,199725588.35,0,0,0,101739169.00,97986419.35
Feb 18 2023,HFT,0,199705054.47,0,0,0,101739169.00,97965885.47
Feb 15 2023,HFT,0,199684520.59,0,0,0,101739169.00,97945351.59
Feb 12 2023,HFT,0,199663986.71,0,0,0,101739169.00,97924817.71
Feb 09 2023,HFT,0,199643452.82,0,0,0,101739169.00,97904283.82
Feb 06 2023,HFT,0,196292029.72,0,0,0,101222502.00,95069527.72
Feb 03 2023,HFT,0,196271495.84,0,0,0,101222502.00,95048993.84
Jan 31 2023,HFT,0,196250961.96,0,0,0,101222502.00,95028459.96
Jan 28 2023,HFT,0,196230428.08,0,0,0,101222502.00,95007926.08
Jan 25 2023,HFT,0,196209894.20,0,0,0,101222502.00,94987392.20
Jan 22 2023,HFT,0,196189360.32,0,0,0,101222502.00,94966858.32
Jan 19 2023,HFT,0,196168826.44,0,0,0,101222502.00,94946324.44
Jan 17 2023,HFT,0,196155137.18,0,0,0,101222502.00,94932635.18
Jan 14 2023,HFT,0,196134603.30,0,0,0,101222502.00,94912101.30
Jan 11 2023,HFT,0,196114069.42,0,0,0,101222502.00,94891567.42
Jan 08 2023,HFT,0,196093535.54,0,0,0,101222502.00,94871033.54
Jan 05 2023,HFT,0,192242112.43,0,0,0,100205835.00,92036277.43
Jan 02 2023,HFT,0,192221578.55,0,0,0,100205835.00,92015743.55
Dec 30 2022,HFT,0,192201044.67,0,0,0,100205835.00,91995209.67
Dec 27 2022,HFT,0,192180510.79,0,0,0,100205835.00,91974675.79
Dec 24 2022,HFT,0,192159976.91,0,0,0,100205835.00,91954141.91
Dec 21 2022,HFT,0,192139443.03,0,0,0,100205835.00,91933608.03
Dec 18 2022,HFT,0,192118909.15,0,0,0,100205835.00,91913074.15
Dec 15 2022,HFT,0,192098375.26,0,0,0,100205835.00,91892540.26
Dec 12 2022,HFT,0,192077841.38,0,0,0,100205835.00,91872006.38
Dec 09 2022,HFT,0,192057307.50,0,0,0,100205835.00,91851472.50
Dec 06 2022,HFT,0,187100884.40,0,0,0,98084168.00,89016716.40
Dec 03 2022,HFT,0,183915350.52,0,0,0,94919168.00,88996182.52
Dec 01 2022,HFT,0,181791661.27,0,0,0,92809168.00,88982493.27
Nov 28 2022,HFT,0,178606127.39,0,0,0,89644168.00,88961959.39
Nov 25 2022,HFT,0,175420593.51,0,0,0,86479168.00,88941425.51
Nov 22 2022,HFT,0,172235059.62,0,0,0,83314168.00,88920891.62
Nov 19 2022,HFT,0,169049525.74,0,0,0,80149168.00,88900357.74
Nov 16 2022,HFT,0,165863991.86,0,0,0,76984168.00,88879823.86
Nov 13 2022,HFT,0,162678457.98,0,0,0,73819168.00,88859289.98
Nov 10 2022,HFT,0,159492924.10,0,0,0,70654168.00,88838756.10
Nov 07 2022,HFT,0,156307390.22,0,0,0,67489168.00,88818222.22
