Date,Symbol,Price,Available Supply,Unlocked Supply,Community building
Jul 06 2024,OKB,0,300000000.00,300000000.00,300000000.00
Jul 06 2024,OKB,0,300000000.00,300000000.00,300000000.00
Jul 05 2024,OKB,0,300000000.00,300000000.00,300000000.00
Jul 05 2024,OKB,0,300000000.00,300000000.00,300000000.00
Jul 04 2024,OKB,0,300000000.00,300000000.00,300000000.00
Jul 04 2024,OKB,0,300000000.00,300000000.00,300000000.00
Jul 04 2024,OKB,0,300000000.00,300000000.00,300000000.00
Jul 03 2024,OKB,0,300000000.00,300000000.00,300000000.00
Jul 03 2024,OKB,0,300000000.00,300000000.00,300000000.00
Jul 02 2024,OKB,0,300000000.00,300000000.00,300000000.00
Jul 02 2024,OKB,0,300000000.00,300000000.00,300000000.00
Jul 01 2024,OKB,0,300000000.00,300000000.00,300000000.00
Jul 01 2024,OKB,0,300000000.00,300000000.00,300000000.00
Jul 01 2024,OKB,0,300000000.00,300000000.00,300000000.00
Jun 30 2024,OKB,0,300000000.00,300000000.00,300000000.00
Jun 30 2024,OKB,0,300000000.00,300000000.00,300000000.00
Jun 29 2024,OKB,0,300000000.00,300000000.00,300000000.00
Jun 29 2024,OKB,0,300000000.00,300000000.00,300000000.00
Jun 29 2024,OKB,0,300000000.00,300000000.00,300000000.00
Jun 28 2024,OKB,0,300000000.00,300000000.00,300000000.00
Jun 28 2024,OKB,0,300000000.00,300000000.00,300000000.00
Jun 27 2024,OKB,0,300000000.00,300000000.00,300000000.00
Jun 27 2024,OKB,0,300000000.00,300000000.00,300000000.00
Jun 27 2024,OKB,0,300000000.00,300000000.00,300000000.00
Jun 26 2024,OKB,0,300000000.00,300000000.00,300000000.00
Jun 26 2024,OKB,0,300000000.00,300000000.00,300000000.00
Jun 25 2024,OKB,0,300000000.00,300000000.00,300000000.00
Jun 25 2024,OKB,0,300000000.00,300000000.00,300000000.00
Jun 24 2024,OKB,0,300000000.00,300000000.00,300000000.00
Jun 24 2024,OKB,0,300000000.00,300000000.00,300000000.00
Jun 24 2024,OKB,0,300000000.00,300000000.00,300000000.00
Jun 23 2024,OKB,0,300000000.00,300000000.00,300000000.00
Jun 23 2024,OKB,0,300000000.00,300000000.00,300000000.00
Jun 22 2024,OKB,0,300000000.00,300000000.00,300000000.00
Jun 22 2024,OKB,0,300000000.00,300000000.00,300000000.00
Jun 22 2024,OKB,0,300000000.00,300000000.00,300000000.00
Jun 21 2024,OKB,0,300000000.00,300000000.00,300000000.00
Jun 21 2024,OKB,0,300000000.00,300000000.00,300000000.00
Jun 20 2024,OKB,0,300000000.00,300000000.00,300000000.00
Jun 20 2024,OKB,0,300000000.00,300000000.00,300000000.00
Jun 20 2024,OKB,0,300000000.00,300000000.00,300000000.00
Jun 19 2024,OKB,0,300000000.00,300000000.00,300000000.00
Jun 19 2024,OKB,0,300000000.00,300000000.00,300000000.00
Jun 18 2024,OKB,0,300000000.00,300000000.00,300000000.00
Jun 18 2024,OKB,0,300000000.00,300000000.00,300000000.00
Jun 17 2024,OKB,0,300000000.00,300000000.00,300000000.00
Jun 17 2024,OKB,0,300000000.00,300000000.00,300000000.00
Jun 17 2024,OKB,0,300000000.00,300000000.00,300000000.00
Jun 16 2024,OKB,0,300000000.00,300000000.00,300000000.00
Jun 16 2024,OKB,0,300000000.00,300000000.00,300000000.00
Jun 15 2024,OKB,0,300000000.00,300000000.00,300000000.00
Jun 15 2024,OKB,0,300000000.00,300000000.00,300000000.00
Jun 15 2024,OKB,0,300000000.00,300000000.00,300000000.00
Jun 14 2024,OKB,0,300000000.00,300000000.00,300000000.00
Jun 14 2024,OKB,0,300000000.00,300000000.00,300000000.00
Jun 13 2024,OKB,0,300000000.00,300000000.00,300000000.00
Jun 13 2024,OKB,0,300000000.00,300000000.00,300000000.00
Jun 12 2024,OKB,0,300000000.00,300000000.00,300000000.00
Jun 12 2024,OKB,0,300000000.00,300000000.00,300000000.00
Jun 12 2024,OKB,0,300000000.00,300000000.00,300000000.00
Jun 11 2024,OKB,0,300000000.00,300000000.00,300000000.00
Jun 11 2024,OKB,0,300000000.00,300000000.00,300000000.00
Jun 10 2024,OKB,0,300000000.00,300000000.00,300000000.00
Jun 10 2024,OKB,0,300000000.00,300000000.00,300000000.00
Jun 10 2024,OKB,0,300000000.00,300000000.00,300000000.00
Jun 09 2024,OKB,0,300000000.00,300000000.00,300000000.00
Jun 09 2024,OKB,0,300000000.00,300000000.00,300000000.00
Jun 08 2024,OKB,0,300000000.00,300000000.00,300000000.00
Jun 08 2024,OKB,0,300000000.00,300000000.00,300000000.00
Jun 08 2024,OKB,0,300000000.00,300000000.00,300000000.00
Jun 07 2024,OKB,0,300000000.00,300000000.00,300000000.00
Jun 07 2024,OKB,0,300000000.00,300000000.00,300000000.00
Jun 06 2024,OKB,0,300000000.00,300000000.00,300000000.00
Jun 06 2024,OKB,0,300000000.00,300000000.00,300000000.00
Jun 05 2024,OKB,0,300000000.00,300000000.00,300000000.00
Jun 05 2024,OKB,0,300000000.00,300000000.00,300000000.00
Jun 05 2024,OKB,0,300000000.00,300000000.00,300000000.00
Jun 04 2024,OKB,0,300000000.00,300000000.00,300000000.00
Jun 04 2024,OKB,0,300000000.00,300000000.00,300000000.00
Jun 03 2024,OKB,0,300000000.00,300000000.00,300000000.00
Jun 03 2024,OKB,0,300000000.00,300000000.00,300000000.00
Jun 03 2024,OKB,0,300000000.00,300000000.00,300000000.00
Jun 02 2024,OKB,0,300000000.00,300000000.00,300000000.00
Jun 02 2024,OKB,0,300000000.00,300000000.00,300000000.00
Jun 01 2024,OKB,0,300000000.00,300000000.00,300000000.00
Jun 01 2024,OKB,0,300000000.00,300000000.00,300000000.00
Jun 01 2024,OKB,0,300000000.00,300000000.00,300000000.00
May 31 2024,OKB,0,300000000.00,300000000.00,300000000.00
May 31 2024,OKB,0,300000000.00,300000000.00,300000000.00
May 30 2024,OKB,0,300000000.00,300000000.00,300000000.00
May 30 2024,OKB,0,300000000.00,300000000.00,300000000.00
May 29 2024,OKB,0,300000000.00,300000000.00,300000000.00
May 29 2024,OKB,0,300000000.00,300000000.00,300000000.00
May 29 2024,OKB,0,300000000.00,300000000.00,300000000.00
May 28 2024,OKB,0,300000000.00,300000000.00,300000000.00
May 28 2024,OKB,0,300000000.00,300000000.00,300000000.00
May 27 2024,OKB,0,300000000.00,300000000.00,300000000.00
May 27 2024,OKB,0,300000000.00,300000000.00,300000000.00
May 27 2024,OKB,0,300000000.00,300000000.00,300000000.00
May 26 2024,OKB,0,300000000.00,300000000.00,300000000.00
May 26 2024,OKB,0,300000000.00,300000000.00,300000000.00
May 25 2024,OKB,0,300000000.00,300000000.00,300000000.00
May 25 2024,OKB,0,300000000.00,300000000.00,300000000.00
May 25 2024,OKB,0,300000000.00,300000000.00,300000000.00
May 24 2024,OKB,0,300000000.00,300000000.00,300000000.00
May 24 2024,OKB,0,300000000.00,300000000.00,300000000.00
May 23 2024,OKB,0,300000000.00,300000000.00,300000000.00
May 23 2024,OKB,0,300000000.00,300000000.00,300000000.00
May 22 2024,OKB,0,300000000.00,300000000.00,300000000.00
May 22 2024,OKB,0,300000000.00,300000000.00,300000000.00
May 22 2024,OKB,0,300000000.00,300000000.00,300000000.00
May 21 2024,OKB,0,300000000.00,300000000.00,300000000.00
May 21 2024,OKB,0,300000000.00,300000000.00,300000000.00
May 20 2024,OKB,0,300000000.00,300000000.00,300000000.00
May 20 2024,OKB,0,300000000.00,300000000.00,300000000.00
May 20 2024,OKB,0,300000000.00,300000000.00,300000000.00
May 19 2024,OKB,0,300000000.00,300000000.00,300000000.00
May 19 2024,OKB,0,300000000.00,300000000.00,300000000.00
May 18 2024,OKB,0,300000000.00,300000000.00,300000000.00
May 18 2024,OKB,0,300000000.00,300000000.00,300000000.00
May 18 2024,OKB,0,300000000.00,300000000.00,300000000.00
May 17 2024,OKB,0,300000000.00,300000000.00,300000000.00
May 17 2024,OKB,0,300000000.00,300000000.00,300000000.00
May 16 2024,OKB,0,300000000.00,300000000.00,300000000.00
May 16 2024,OKB,0,300000000.00,300000000.00,300000000.00
May 15 2024,OKB,0,300000000.00,300000000.00,300000000.00
May 15 2024,OKB,0,300000000.00,300000000.00,300000000.00
May 15 2024,OKB,0,300000000.00,300000000.00,300000000.00
May 14 2024,OKB,0,300000000.00,300000000.00,300000000.00
May 14 2024,OKB,0,300000000.00,300000000.00,300000000.00
May 13 2024,OKB,0,300000000.00,300000000.00,300000000.00
May 13 2024,OKB,0,300000000.00,300000000.00,300000000.00
May 13 2024,OKB,0,300000000.00,300000000.00,300000000.00
May 12 2024,OKB,0,300000000.00,300000000.00,300000000.00
May 12 2024,OKB,0,300000000.00,300000000.00,300000000.00
May 11 2024,OKB,0,300000000.00,300000000.00,300000000.00
May 11 2024,OKB,0,300000000.00,300000000.00,300000000.00
May 11 2024,OKB,0,300000000.00,300000000.00,300000000.00
May 10 2024,OKB,0,300000000.00,300000000.00,300000000.00
May 10 2024,OKB,0,300000000.00,300000000.00,300000000.00
May 09 2024,OKB,0,300000000.00,300000000.00,300000000.00
May 09 2024,OKB,0,300000000.00,300000000.00,300000000.00
May 08 2024,OKB,0,300000000.00,300000000.00,300000000.00
May 08 2024,OKB,0,300000000.00,300000000.00,300000000.00
May 08 2024,OKB,0,300000000.00,300000000.00,300000000.00
May 07 2024,OKB,0,300000000.00,300000000.00,300000000.00
May 07 2024,OKB,0,300000000.00,300000000.00,300000000.00
May 06 2024,OKB,0,300000000.00,300000000.00,300000000.00
May 06 2024,OKB,0,300000000.00,300000000.00,300000000.00
May 06 2024,OKB,0,300000000.00,300000000.00,300000000.00
May 05 2024,OKB,0,300000000.00,300000000.00,300000000.00
May 05 2024,OKB,0,300000000.00,300000000.00,300000000.00
May 04 2024,OKB,0,300000000.00,300000000.00,300000000.00
May 04 2024,OKB,0,300000000.00,300000000.00,300000000.00
May 04 2024,OKB,0,300000000.00,300000000.00,300000000.00
May 03 2024,OKB,0,300000000.00,300000000.00,300000000.00
May 03 2024,OKB,0,300000000.00,300000000.00,300000000.00
May 02 2024,OKB,0,300000000.00,300000000.00,300000000.00
May 02 2024,OKB,0,300000000.00,300000000.00,300000000.00
May 01 2024,OKB,0,300000000.00,300000000.00,300000000.00
May 01 2024,OKB,0,300000000.00,300000000.00,300000000.00
May 01 2024,OKB,0,300000000.00,300000000.00,300000000.00
Apr 30 2024,OKB,0,300000000.00,300000000.00,300000000.00
Apr 30 2024,OKB,0,300000000.00,300000000.00,300000000.00
Apr 29 2024,OKB,0,300000000.00,300000000.00,300000000.00
Apr 29 2024,OKB,0,300000000.00,300000000.00,300000000.00
Apr 29 2024,OKB,0,300000000.00,300000000.00,300000000.00
Apr 28 2024,OKB,0,300000000.00,300000000.00,300000000.00
Apr 28 2024,OKB,0,300000000.00,300000000.00,300000000.00
Apr 27 2024,OKB,0,300000000.00,300000000.00,300000000.00
Apr 27 2024,OKB,0,300000000.00,300000000.00,300000000.00
Apr 26 2024,OKB,0,300000000.00,300000000.00,300000000.00
Apr 26 2024,OKB,0,300000000.00,300000000.00,300000000.00
Apr 26 2024,OKB,0,300000000.00,300000000.00,300000000.00
Apr 25 2024,OKB,0,300000000.00,300000000.00,300000000.00
Apr 25 2024,OKB,0,300000000.00,300000000.00,300000000.00
Apr 24 2024,OKB,0,300000000.00,300000000.00,300000000.00
Apr 24 2024,OKB,0,300000000.00,300000000.00,300000000.00
Apr 24 2024,OKB,0,300000000.00,300000000.00,300000000.00
Apr 23 2024,OKB,0,300000000.00,300000000.00,300000000.00
Apr 23 2024,OKB,0,300000000.00,300000000.00,300000000.00
Apr 22 2024,OKB,0,300000000.00,300000000.00,300000000.00
Apr 22 2024,OKB,0,300000000.00,300000000.00,300000000.00
Apr 22 2024,OKB,0,300000000.00,300000000.00,300000000.00
Apr 21 2024,OKB,0,300000000.00,300000000.00,300000000.00
Apr 21 2024,OKB,0,300000000.00,300000000.00,300000000.00
Apr 20 2024,OKB,0,300000000.00,300000000.00,300000000.00
Apr 20 2024,OKB,0,300000000.00,300000000.00,300000000.00
Apr 19 2024,OKB,0,300000000.00,300000000.00,300000000.00
Apr 19 2024,OKB,0,300000000.00,300000000.00,300000000.00
Apr 19 2024,OKB,0,300000000.00,300000000.00,300000000.00
Apr 18 2024,OKB,0,300000000.00,300000000.00,300000000.00
Apr 18 2024,OKB,0,300000000.00,300000000.00,300000000.00
Apr 17 2024,OKB,0,300000000.00,300000000.00,300000000.00
Apr 17 2024,OKB,0,300000000.00,300000000.00,300000000.00
Apr 17 2024,OKB,0,300000000.00,300000000.00,300000000.00
Apr 16 2024,OKB,0,300000000.00,300000000.00,300000000.00
Apr 16 2024,OKB,0,300000000.00,300000000.00,300000000.00
Apr 15 2024,OKB,0,300000000.00,300000000.00,300000000.00
Apr 15 2024,OKB,0,300000000.00,300000000.00,300000000.00
Apr 15 2024,OKB,0,300000000.00,300000000.00,300000000.00
Apr 14 2024,OKB,0,300000000.00,300000000.00,300000000.00
Apr 14 2024,OKB,0,300000000.00,300000000.00,300000000.00
Apr 13 2024,OKB,0,300000000.00,300000000.00,300000000.00
Apr 13 2024,OKB,0,300000000.00,300000000.00,300000000.00
Apr 12 2024,OKB,0,300000000.00,300000000.00,300000000.00
Apr 12 2024,OKB,0,300000000.00,300000000.00,300000000.00
Apr 12 2024,OKB,0,300000000.00,300000000.00,300000000.00
Apr 11 2024,OKB,0,300000000.00,300000000.00,300000000.00
Apr 11 2024,OKB,0,300000000.00,300000000.00,300000000.00
Apr 10 2024,OKB,0,300000000.00,300000000.00,300000000.00
Apr 10 2024,OKB,0,300000000.00,300000000.00,300000000.00
Apr 10 2024,OKB,0,300000000.00,300000000.00,300000000.00
Apr 09 2024,OKB,0,300000000.00,300000000.00,300000000.00
Apr 09 2024,OKB,0,300000000.00,300000000.00,300000000.00
Apr 08 2024,OKB,0,300000000.00,300000000.00,300000000.00
Apr 08 2024,OKB,0,300000000.00,300000000.00,300000000.00
Apr 08 2024,OKB,0,300000000.00,300000000.00,300000000.00
Apr 07 2024,OKB,$58.64,0,300000000.00,300000000.00
Apr 07 2024,OKB,$58.64,0,300000000.00,300000000.00
Apr 06 2024,OKB,$56.22,0,300000000.00,300000000.00
Apr 06 2024,OKB,$56.22,0,300000000.00,300000000.00
Apr 05 2024,OKB,$56.00,0,300000000.00,300000000.00
Apr 05 2024,OKB,$56.00,0,300000000.00,300000000.00
Apr 05 2024,OKB,$56.00,0,300000000.00,300000000.00
Apr 04 2024,OKB,$56.04,0,300000000.00,300000000.00
Apr 04 2024,OKB,$56.04,0,300000000.00,300000000.00
Apr 03 2024,OKB,$57.48,0,300000000.00,300000000.00
Apr 03 2024,OKB,$57.48,0,300000000.00,300000000.00
Apr 03 2024,OKB,$57.48,0,300000000.00,300000000.00
Apr 02 2024,OKB,$61.61,0,300000000.00,300000000.00
Apr 02 2024,OKB,$61.61,0,300000000.00,300000000.00
Apr 01 2024,OKB,$63.28,0,300000000.00,300000000.00
Apr 01 2024,OKB,$63.28,0,300000000.00,300000000.00
Apr 01 2024,OKB,$63.28,0,300000000.00,300000000.00
Mar 31 2024,OKB,$63.15,0,300000000.00,300000000.00
Mar 31 2024,OKB,$63.15,0,300000000.00,300000000.00
Mar 30 2024,OKB,$63.54,0,300000000.00,300000000.00
Mar 30 2024,OKB,$63.54,0,300000000.00,300000000.00
Mar 29 2024,OKB,$63.78,0,300000000.00,300000000.00
Mar 29 2024,OKB,$63.78,0,300000000.00,300000000.00
Mar 29 2024,OKB,$63.78,0,300000000.00,300000000.00
Mar 28 2024,OKB,$64.80,0,300000000.00,300000000.00
Mar 28 2024,OKB,$64.80,0,300000000.00,300000000.00
Mar 27 2024,OKB,$66.87,0,300000000.00,300000000.00
Mar 27 2024,OKB,$66.87,0,300000000.00,300000000.00
Mar 27 2024,OKB,$66.87,0,300000000.00,300000000.00
Mar 26 2024,OKB,$65.37,0,300000000.00,300000000.00
Mar 26 2024,OKB,$65.37,0,300000000.00,300000000.00
Mar 25 2024,OKB,$63.19,0,300000000.00,300000000.00
Mar 25 2024,OKB,$63.19,0,300000000.00,300000000.00
Mar 25 2024,OKB,$63.19,0,300000000.00,300000000.00
Mar 24 2024,OKB,$61.15,0,300000000.00,300000000.00
Mar 24 2024,OKB,$61.15,0,300000000.00,300000000.00
Mar 23 2024,OKB,$57.89,0,300000000.00,300000000.00
Mar 23 2024,OKB,$57.89,0,300000000.00,300000000.00
Mar 22 2024,OKB,$59.46,0,300000000.00,300000000.00
Mar 22 2024,OKB,$59.46,0,300000000.00,300000000.00
Mar 22 2024,OKB,$59.46,0,300000000.00,300000000.00
Mar 21 2024,OKB,$60.22,0,300000000.00,300000000.00
Mar 21 2024,OKB,$60.22,0,300000000.00,300000000.00
Mar 20 2024,OKB,$56.40,0,300000000.00,300000000.00
Mar 20 2024,OKB,$56.40,0,300000000.00,300000000.00
Mar 20 2024,OKB,$56.40,0,300000000.00,300000000.00
Mar 19 2024,OKB,$64.06,0,300000000.00,300000000.00
Mar 19 2024,OKB,$64.06,0,300000000.00,300000000.00
Mar 18 2024,OKB,$64.76,0,300000000.00,300000000.00
Mar 18 2024,OKB,$64.76,0,300000000.00,300000000.00
Mar 18 2024,OKB,$64.76,0,300000000.00,300000000.00
Mar 17 2024,OKB,$65.07,0,300000000.00,300000000.00
Mar 17 2024,OKB,$65.07,0,300000000.00,300000000.00
Mar 16 2024,OKB,$64.99,0,300000000.00,300000000.00
Mar 16 2024,OKB,$64.99,0,300000000.00,300000000.00
Mar 15 2024,OKB,$69.82,0,300000000.00,300000000.00
Mar 15 2024,OKB,$69.82,0,300000000.00,300000000.00
Mar 15 2024,OKB,$69.82,0,300000000.00,300000000.00
Mar 14 2024,OKB,$72.60,0,300000000.00,300000000.00
Mar 14 2024,OKB,$72.60,0,300000000.00,300000000.00
Mar 13 2024,OKB,$65.53,0,300000000.00,300000000.00
Mar 13 2024,OKB,$65.53,0,300000000.00,300000000.00
Mar 13 2024,OKB,$65.53,0,300000000.00,300000000.00
Mar 12 2024,OKB,$68.03,0,300000000.00,300000000.00
Mar 12 2024,OKB,$68.03,0,300000000.00,300000000.00
Mar 11 2024,OKB,$66.52,0,300000000.00,300000000.00
Mar 11 2024,OKB,$66.52,0,300000000.00,300000000.00
Mar 10 2024,OKB,$61.18,0,300000000.00,300000000.00
Mar 10 2024,OKB,$61.18,0,300000000.00,300000000.00
Mar 10 2024,OKB,$61.18,0,300000000.00,300000000.00
Mar 09 2024,OKB,$59.57,0,300000000.00,300000000.00
Mar 09 2024,OKB,$59.57,0,300000000.00,300000000.00
Mar 08 2024,OKB,$57.92,0,300000000.00,300000000.00
Mar 08 2024,OKB,$57.92,0,300000000.00,300000000.00
Mar 08 2024,OKB,$57.92,0,300000000.00,300000000.00
Mar 07 2024,OKB,$55.63,0,300000000.00,300000000.00
Mar 07 2024,OKB,$55.63,0,300000000.00,300000000.00
Mar 06 2024,OKB,$53.42,0,300000000.00,300000000.00
Mar 06 2024,OKB,$53.42,0,300000000.00,300000000.00
Mar 06 2024,OKB,$53.42,0,300000000.00,300000000.00
Mar 05 2024,OKB,$56.88,0,300000000.00,300000000.00
Mar 05 2024,OKB,$56.88,0,300000000.00,300000000.00
Mar 04 2024,OKB,$58.37,0,300000000.00,300000000.00
Mar 04 2024,OKB,$58.37,0,300000000.00,300000000.00
Mar 03 2024,OKB,$53.99,0,300000000.00,300000000.00
Mar 03 2024,OKB,$53.99,0,300000000.00,300000000.00
Mar 03 2024,OKB,$53.99,0,300000000.00,300000000.00
Mar 02 2024,OKB,$51.39,0,300000000.00,300000000.00
Mar 02 2024,OKB,$51.39,0,300000000.00,300000000.00
Mar 01 2024,OKB,$51.76,0,300000000.00,300000000.00
Mar 01 2024,OKB,$51.76,0,300000000.00,300000000.00
Mar 01 2024,OKB,$51.76,0,300000000.00,300000000.00
Feb 29 2024,OKB,$52.43,0,300000000.00,300000000.00
Feb 29 2024,OKB,$52.43,0,300000000.00,300000000.00
Feb 28 2024,OKB,$51.60,0,300000000.00,300000000.00
Feb 28 2024,OKB,$51.60,0,300000000.00,300000000.00
Feb 28 2024,OKB,$51.60,0,300000000.00,300000000.00
Feb 27 2024,OKB,$51.66,0,300000000.00,300000000.00
Feb 27 2024,OKB,$51.66,0,300000000.00,300000000.00
Feb 26 2024,OKB,$50.09,0,300000000.00,300000000.00
Feb 26 2024,OKB,$50.09,0,300000000.00,300000000.00
Feb 25 2024,OKB,$51.40,0,300000000.00,300000000.00
Feb 25 2024,OKB,$51.40,0,300000000.00,300000000.00
Feb 25 2024,OKB,$51.40,0,300000000.00,300000000.00
Feb 24 2024,OKB,$50.74,0,300000000.00,300000000.00
Feb 24 2024,OKB,$50.74,0,300000000.00,300000000.00
Feb 23 2024,OKB,$50.95,0,300000000.00,300000000.00
Feb 23 2024,OKB,$50.95,0,300000000.00,300000000.00
Feb 23 2024,OKB,$50.95,0,300000000.00,300000000.00
Feb 22 2024,OKB,$51.21,0,300000000.00,300000000.00
Feb 22 2024,OKB,$51.21,0,300000000.00,300000000.00
Feb 21 2024,OKB,$50.98,0,300000000.00,300000000.00
Feb 21 2024,OKB,$50.98,0,300000000.00,300000000.00
Feb 21 2024,OKB,$50.98,0,300000000.00,300000000.00
Feb 20 2024,OKB,$53.18,0,300000000.00,300000000.00
Feb 20 2024,OKB,$53.18,0,300000000.00,300000000.00
Feb 19 2024,OKB,$52.78,0,300000000.00,300000000.00
Feb 19 2024,OKB,$52.78,0,300000000.00,300000000.00
Feb 18 2024,OKB,$51.72,0,300000000.00,300000000.00
Feb 18 2024,OKB,$51.72,0,300000000.00,300000000.00
Feb 18 2024,OKB,$51.72,0,300000000.00,300000000.00
Feb 17 2024,OKB,$51.69,0,300000000.00,300000000.00
Feb 17 2024,OKB,$51.69,0,300000000.00,300000000.00
Feb 16 2024,OKB,$50.68,0,300000000.00,300000000.00
Feb 16 2024,OKB,$50.68,0,300000000.00,300000000.00
Feb 16 2024,OKB,$50.68,0,300000000.00,300000000.00
Feb 15 2024,OKB,$50.03,0,300000000.00,300000000.00
Feb 15 2024,OKB,$50.03,0,300000000.00,300000000.00
Feb 14 2024,OKB,$49.48,0,300000000.00,300000000.00
Feb 14 2024,OKB,$49.48,0,300000000.00,300000000.00
Feb 14 2024,OKB,$49.48,0,300000000.00,300000000.00
Feb 13 2024,OKB,$49.80,0,300000000.00,300000000.00
Feb 13 2024,OKB,$49.80,0,300000000.00,300000000.00
Feb 12 2024,OKB,$49.57,0,300000000.00,300000000.00
Feb 12 2024,OKB,$49.57,0,300000000.00,300000000.00
Feb 11 2024,OKB,$49.88,0,300000000.00,300000000.00
Feb 11 2024,OKB,$49.88,0,300000000.00,300000000.00
Feb 11 2024,OKB,$49.88,0,300000000.00,300000000.00
Feb 10 2024,OKB,$49.40,0,300000000.00,300000000.00
Feb 10 2024,OKB,$49.40,0,300000000.00,300000000.00
Feb 09 2024,OKB,$49.55,0,300000000.00,300000000.00
Feb 09 2024,OKB,$49.55,0,300000000.00,300000000.00
Feb 09 2024,OKB,$49.55,0,300000000.00,300000000.00
Feb 08 2024,OKB,$48.19,0,300000000.00,300000000.00
Feb 08 2024,OKB,$48.19,0,300000000.00,300000000.00
Feb 07 2024,OKB,$48.26,0,300000000.00,300000000.00
Feb 07 2024,OKB,$48.26,0,300000000.00,300000000.00
