Date,Symbol,Price,Available Supply,Unlocked Supply,Private Investors,Public Investors,Reserved,Community & Other
Dec 06 2025,DOT,0,1696552662.01,1696552662.01,200000000.00,500000000.00,300000000.00,696552662.01
Dec 02 2025,DOT,0,1694787258.61,1694787258.61,200000000.00,500000000.00,300000000.00,694787258.61
Nov 27 2025,DOT,0,1692580504.37,1692580504.37,200000000.00,500000000.00,300000000.00,692580504.37
Nov 23 2025,DOT,0,1690815100.98,1690815100.98,200000000.00,500000000.00,300000000.00,690815100.98
Nov 18 2025,DOT,0,1688608346.73,1688608346.73,200000000.00,500000000.00,300000000.00,688608346.73
Nov 13 2025,DOT,0,1686401592.49,1686401592.49,200000000.00,500000000.00,300000000.00,686401592.49
Nov 09 2025,DOT,0,1684636189.10,1684636189.10,200000000.00,500000000.00,300000000.00,684636189.10
Nov 04 2025,DOT,0,1682429434.86,1682429434.86,200000000.00,500000000.00,300000000.00,682429434.86
Oct 31 2025,DOT,0,1680664031.46,1680664031.46,200000000.00,500000000.00,300000000.00,680664031.46
Oct 26 2025,DOT,0,1678457277.22,1678457277.22,200000000.00,500000000.00,300000000.00,678457277.22
Oct 22 2025,DOT,0,1676691873.83,1676691873.83,200000000.00,500000000.00,300000000.00,676691873.83
Oct 17 2025,DOT,0,1674485119.58,1674485119.58,200000000.00,500000000.00,300000000.00,674485119.58
Oct 12 2025,DOT,0,1672278365.34,1672278365.34,200000000.00,500000000.00,300000000.00,672278365.34
Oct 08 2025,DOT,0,1670512961.95,1670512961.95,200000000.00,500000000.00,300000000.00,670512961.95
Oct 03 2025,DOT,0,1668306207.70,1668306207.70,200000000.00,500000000.00,300000000.00,668306207.70
Sep 29 2025,DOT,0,1666540804.31,1666540804.31,200000000.00,500000000.00,300000000.00,666540804.31
Sep 24 2025,DOT,0,1664334050.07,1664334050.07,200000000.00,500000000.00,300000000.00,664334050.07
Sep 19 2025,DOT,0,1662127295.83,1662127295.83,200000000.00,500000000.00,300000000.00,662127295.83
Sep 15 2025,DOT,0,1660361892.43,1660361892.43,200000000.00,500000000.00,300000000.00,660361892.43
Sep 15 2025,DOT,0,1660361892.43,1660361892.43,200000000.00,500000000.00,300000000.00,660361892.43
Sep 10 2025,DOT,0,1658155138.19,1658155138.19,200000000.00,500000000.00,300000000.00,658155138.19
Sep 06 2025,DOT,0,1656389734.79,1656389734.79,200000000.00,500000000.00,300000000.00,656389734.79
Sep 01 2025,DOT,0,1654182980.55,1654182980.55,200000000.00,500000000.00,300000000.00,654182980.55
Aug 27 2025,DOT,0,1651976226.31,1651976226.31,200000000.00,500000000.00,300000000.00,651976226.31
Aug 23 2025,DOT,0,1650210822.92,1650210822.92,200000000.00,500000000.00,300000000.00,650210822.92
Aug 18 2025,DOT,0,1648004068.67,1648004068.67,200000000.00,500000000.00,300000000.00,648004068.67
Aug 14 2025,DOT,0,1646238665.28,1646238665.28,200000000.00,500000000.00,300000000.00,646238665.28
Aug 09 2025,DOT,0,1644031911.04,1644031911.04,200000000.00,500000000.00,300000000.00,644031911.04
Aug 04 2025,DOT,0,1641825156.79,1641825156.79,200000000.00,500000000.00,300000000.00,641825156.79
Jul 31 2025,DOT,0,1640059753.40,1640059753.40,200000000.00,500000000.00,300000000.00,640059753.40
Jul 26 2025,DOT,0,1637852999.16,1637852999.16,200000000.00,500000000.00,300000000.00,637852999.16
Jul 22 2025,DOT,0,1636087595.76,1636087595.76,200000000.00,500000000.00,300000000.00,636087595.76
Jul 17 2025,DOT,0,1633880841.52,1633880841.52,200000000.00,500000000.00,300000000.00,633880841.52
Jul 13 2025,DOT,0,1632115438.13,1632115438.13,200000000.00,500000000.00,300000000.00,632115438.13
Jul 08 2025,DOT,0,1629908683.89,1629908683.89,200000000.00,500000000.00,300000000.00,629908683.89
Jul 03 2025,DOT,0,1627701929.64,1627701929.64,200000000.00,500000000.00,300000000.00,627701929.64
Jun 29 2025,DOT,0,1625936526.25,1625936526.25,200000000.00,500000000.00,300000000.00,625936526.25
Jun 24 2025,DOT,0,1623729772.01,1623729772.01,200000000.00,500000000.00,300000000.00,623729772.01
Jun 20 2025,DOT,0,1621964368.61,1621964368.61,200000000.00,500000000.00,300000000.00,621964368.61
Jun 15 2025,DOT,0,1619757614.37,1619757614.37,200000000.00,500000000.00,300000000.00,619757614.37
Jun 10 2025,DOT,0,1617550860.13,1617550860.13,200000000.00,500000000.00,300000000.00,617550860.13
Jun 06 2025,DOT,0,1615785456.73,1615785456.73,200000000.00,500000000.00,300000000.00,615785456.73
Jun 01 2025,DOT,0,1613578702.49,1613578702.49,200000000.00,500000000.00,300000000.00,613578702.49
May 28 2025,DOT,0,1611813299.10,1611813299.10,200000000.00,500000000.00,300000000.00,611813299.10
May 23 2025,DOT,0,1609726913.27,1609726913.27,200000000.00,500000000.00,300000000.00,609726913.27
May 18 2025,DOT,0,1607720773.04,1607720773.04,200000000.00,500000000.00,300000000.00,607720773.04
May 14 2025,DOT,0,1606115860.87,1606115860.87,200000000.00,500000000.00,300000000.00,606115860.87
May 09 2025,DOT,0,1604109720.65,1604109720.65,200000000.00,500000000.00,300000000.00,604109720.65
May 05 2025,DOT,0,1602504808.47,1602504808.47,200000000.00,500000000.00,300000000.00,602504808.47
Apr 30 2025,DOT,0,1600498668.25,1600498668.25,200000000.00,500000000.00,300000000.00,600498668.25
Apr 25 2025,DOT,0,1598492528.02,1598492528.02,200000000.00,500000000.00,300000000.00,598492528.02
Apr 21 2025,DOT,0,1596887615.85,1596887615.85,200000000.00,500000000.00,300000000.00,596887615.85
Apr 16 2025,DOT,0,1594881475.62,1594881475.62,200000000.00,500000000.00,300000000.00,594881475.62
Apr 12 2025,DOT,0,1593276563.45,1593276563.45,200000000.00,500000000.00,300000000.00,593276563.45
Apr 07 2025,DOT,0,1591270423.23,1591270423.23,200000000.00,500000000.00,300000000.00,591270423.23
Apr 02 2025,DOT,0,1589264283.00,1589264283.00,200000000.00,500000000.00,300000000.00,589264283.00
Mar 29 2025,DOT,0,1587659370.83,1587659370.83,200000000.00,500000000.00,300000000.00,587659370.83
Mar 24 2025,DOT,0,1585653230.60,1585653230.60,200000000.00,500000000.00,300000000.00,585653230.60
Mar 20 2025,DOT,0,1584048318.43,1584048318.43,200000000.00,500000000.00,300000000.00,584048318.43
Mar 15 2025,DOT,0,1582042178.20,1582042178.20,200000000.00,500000000.00,300000000.00,582042178.20
Mar 11 2025,DOT,0,1580437266.03,1580437266.03,200000000.00,500000000.00,300000000.00,580437266.03
Mar 06 2025,DOT,0,1578431125.80,1578431125.80,200000000.00,500000000.00,300000000.00,578431125.80
Mar 01 2025,DOT,0,1576424985.58,1576424985.58,200000000.00,500000000.00,300000000.00,576424985.58
Feb 25 2025,DOT,0,1574820073.41,1574820073.41,200000000.00,500000000.00,300000000.00,574820073.41
Feb 20 2025,DOT,0,1572813933.18,1572813933.18,200000000.00,500000000.00,300000000.00,572813933.18
Feb 16 2025,DOT,0,1571209021.01,1571209021.01,200000000.00,500000000.00,300000000.00,571209021.01
Feb 11 2025,DOT,0,1569202880.78,1569202880.78,200000000.00,500000000.00,300000000.00,569202880.78
Feb 06 2025,DOT,0,1567196740.56,1567196740.56,200000000.00,500000000.00,300000000.00,567196740.56
Feb 02 2025,DOT,0,1565591828.38,1565591828.38,200000000.00,500000000.00,300000000.00,565591828.38
Jan 28 2025,DOT,0,1563585688.16,1563585688.16,200000000.00,500000000.00,300000000.00,563585688.16
Jan 24 2025,DOT,0,1561980775.99,1561980775.99,200000000.00,500000000.00,300000000.00,561980775.99
Jan 19 2025,DOT,0,1559974635.76,1559974635.76,200000000.00,500000000.00,300000000.00,559974635.76
Jan 14 2025,DOT,0,1557968495.54,1557968495.54,200000000.00,500000000.00,300000000.00,557968495.54
Jan 10 2025,DOT,0,1556363583.36,1556363583.36,200000000.00,500000000.00,300000000.00,556363583.36
Jan 05 2025,DOT,0,1554357443.14,1554357443.14,200000000.00,500000000.00,300000000.00,554357443.14
Jan 01 2025,DOT,0,1552752530.96,1552752530.96,200000000.00,500000000.00,300000000.00,552752530.96
Dec 27 2024,DOT,0,1550746390.74,1550746390.74,200000000.00,500000000.00,300000000.00,550746390.74
Dec 22 2024,DOT,0,1548740250.52,1548740250.52,200000000.00,500000000.00,300000000.00,548740250.52
Dec 18 2024,DOT,0,1547135338.34,1547135338.34,200000000.00,500000000.00,300000000.00,547135338.34
Dec 13 2024,DOT,0,1545129198.12,1545129198.12,200000000.00,500000000.00,300000000.00,545129198.12
Dec 09 2024,DOT,0,1543524285.94,1543524285.94,200000000.00,500000000.00,300000000.00,543524285.94
Dec 04 2024,DOT,0,1541518145.72,1541518145.72,200000000.00,500000000.00,300000000.00,541518145.72
Nov 30 2024,DOT,0,1539913233.54,1539913233.54,200000000.00,500000000.00,300000000.00,539913233.54
Nov 25 2024,DOT,0,1537907093.32,1537907093.32,200000000.00,500000000.00,300000000.00,537907093.32
Nov 20 2024,DOT,0,1535900953.10,1535900953.10,200000000.00,500000000.00,300000000.00,535900953.10
Nov 16 2024,DOT,0,1534296040.92,1534296040.92,200000000.00,500000000.00,300000000.00,534296040.92
Nov 11 2024,DOT,0,1532289900.70,1532289900.70,200000000.00,500000000.00,300000000.00,532289900.70
Nov 07 2024,DOT,0,1530684988.52,1530684988.52,200000000.00,500000000.00,300000000.00,530684988.52
Nov 02 2024,DOT,0,1528678848.30,1528678848.30,200000000.00,500000000.00,300000000.00,528678848.30
Oct 28 2024,DOT,0,1526672708.08,1526672708.08,200000000.00,500000000.00,300000000.00,526672708.08
Oct 24 2024,DOT,0,1525067795.90,1525067795.90,200000000.00,500000000.00,300000000.00,525067795.90
Oct 19 2024,DOT,0,1523061655.68,1523061655.68,200000000.00,500000000.00,300000000.00,523061655.68
Oct 15 2024,DOT,0,1521456743.50,1521456743.50,200000000.00,500000000.00,300000000.00,521456743.50
Oct 10 2024,DOT,0,1519450603.28,1519450603.28,200000000.00,500000000.00,300000000.00,519450603.28
Oct 05 2024,DOT,0,1517444463.06,1517444463.06,200000000.00,500000000.00,300000000.00,517444463.06
Oct 01 2024,DOT,0,1515839550.88,1515839550.88,200000000.00,500000000.00,300000000.00,515839550.88
Sep 26 2024,DOT,0,1513833410.66,1513833410.66,200000000.00,500000000.00,300000000.00,513833410.66
Sep 22 2024,DOT,0,1512228498.48,1512228498.48,200000000.00,500000000.00,300000000.00,512228498.48
Sep 17 2024,DOT,0,1510222358.26,1510222358.26,200000000.00,500000000.00,300000000.00,510222358.26
Sep 12 2024,DOT,0,1508216218.04,1508216218.04,200000000.00,500000000.00,300000000.00,508216218.04
Sep 08 2024,DOT,0,1506611305.86,1506611305.86,200000000.00,500000000.00,300000000.00,506611305.86
Sep 03 2024,DOT,0,1504605165.64,1504605165.64,200000000.00,500000000.00,300000000.00,504605165.64
Aug 30 2024,DOT,0,1503000253.46,1503000253.46,200000000.00,500000000.00,300000000.00,503000253.46
Aug 25 2024,DOT,0,1500994113.24,1500994113.24,200000000.00,500000000.00,300000000.00,500994113.24
Aug 20 2024,DOT,0,1498987973.02,1498987973.02,200000000.00,500000000.00,300000000.00,498987973.02
Aug 16 2024,DOT,0,1497383060.84,1497383060.84,200000000.00,500000000.00,300000000.00,497383060.84
Aug 11 2024,DOT,0,1495376920.62,1495376920.62,200000000.00,500000000.00,300000000.00,495376920.62
Aug 07 2024,DOT,0,1493772008.44,1493772008.44,200000000.00,500000000.00,300000000.00,493772008.44
Aug 02 2024,DOT,0,1491765868.22,1491765868.22,200000000.00,500000000.00,300000000.00,491765868.22
Jul 29 2024,DOT,0,1490160956.04,1490160956.04,200000000.00,500000000.00,300000000.00,490160956.04
Jul 24 2024,DOT,0,1488154815.82,1488154815.82,200000000.00,500000000.00,300000000.00,488154815.82
Jul 19 2024,DOT,0,1486148675.60,1486148675.60,200000000.00,500000000.00,300000000.00,486148675.60
Jul 15 2024,DOT,0,1484543763.42,1484543763.42,200000000.00,500000000.00,300000000.00,484543763.42
Jul 10 2024,DOT,0,1482537623.20,1482537623.20,200000000.00,500000000.00,300000000.00,482537623.20
Jul 06 2024,DOT,0,1480932711.02,1480932711.02,200000000.00,500000000.00,300000000.00,480932711.02
Jul 01 2024,DOT,0,1478926570.80,1478926570.80,200000000.00,500000000.00,300000000.00,478926570.80
Jun 26 2024,DOT,0,1476920430.58,1476920430.58,200000000.00,500000000.00,300000000.00,476920430.58
Jun 22 2024,DOT,0,1475315518.40,1475315518.40,200000000.00,500000000.00,300000000.00,475315518.40
Jun 17 2024,DOT,0,1473309378.18,1473309378.18,200000000.00,500000000.00,300000000.00,473309378.18
Jun 13 2024,DOT,0,1471704466.00,1471704466.00,200000000.00,500000000.00,300000000.00,471704466.00
Jun 08 2024,DOT,0,1469698325.78,1469698325.78,200000000.00,500000000.00,300000000.00,469698325.78
Jun 03 2024,DOT,0,1467692185.56,1467692185.56,200000000.00,500000000.00,300000000.00,467692185.56
May 30 2024,DOT,0,1466087273.38,1466087273.38,200000000.00,500000000.00,300000000.00,466087273.38
May 25 2024,DOT,0,1464117655.30,1464117655.30,200000000.00,500000000.00,300000000.00,464117655.30
May 21 2024,DOT,0,1462658831.68,1462658831.68,200000000.00,500000000.00,300000000.00,462658831.68
May 16 2024,DOT,0,1460835302.15,1460835302.15,200000000.00,500000000.00,300000000.00,460835302.15
May 11 2024,DOT,0,1459011772.63,1459011772.63,200000000.00,500000000.00,300000000.00,459011772.63
May 07 2024,DOT,0,1457552949.01,1457552949.01,200000000.00,500000000.00,300000000.00,457552949.01
May 02 2024,DOT,0,1455729419.48,1455729419.48,200000000.00,500000000.00,300000000.00,455729419.48
Apr 28 2024,DOT,0,1454270595.86,1454270595.86,200000000.00,500000000.00,300000000.00,454270595.86
Apr 23 2024,DOT,0,1452447066.34,1452447066.34,200000000.00,500000000.00,300000000.00,452447066.34
Apr 18 2024,DOT,0,1450623536.81,1450623536.81,200000000.00,500000000.00,300000000.00,450623536.81
Apr 14 2024,DOT,0,1449164713.19,1449164713.19,200000000.00,500000000.00,300000000.00,449164713.19
Apr 09 2024,DOT,0,1447341183.67,1447341183.67,200000000.00,500000000.00,300000000.00,447341183.67
Apr 05 2024,DOT,0,1445882360.05,1445882360.05,200000000.00,500000000.00,300000000.00,445882360.05
Mar 31 2024,DOT,$9.43,0,1444058830.52,200000000.00,500000000.00,300000000.00,444058830.52
Mar 27 2024,DOT,$9.69,0,1442600006.90,200000000.00,500000000.00,300000000.00,442600006.90
Mar 22 2024,DOT,$9.23,0,1440776477.38,200000000.00,500000000.00,300000000.00,440776477.38
Mar 17 2024,DOT,$9.74,0,1438952947.86,200000000.00,500000000.00,300000000.00,438952947.86
Mar 13 2024,DOT,$10.66,0,1437494124.24,200000000.00,500000000.00,300000000.00,437494124.24
Mar 08 2024,DOT,$10.41,0,1435670594.71,200000000.00,500000000.00,300000000.00,435670594.71
Mar 04 2024,DOT,$9.76,0,1434211771.09,200000000.00,500000000.00,300000000.00,434211771.09
Feb 28 2024,DOT,$8.37,0,1432388241.57,200000000.00,500000000.00,300000000.00,432388241.57
Feb 23 2024,DOT,$7.56,0,1430564712.04,200000000.00,500000000.00,300000000.00,430564712.04
Feb 19 2024,DOT,$7.86,0,1429105888.42,200000000.00,500000000.00,300000000.00,429105888.42
Feb 14 2024,DOT,$7.32,0,1427282358.90,200000000.00,500000000.00,300000000.00,427282358.90
Feb 10 2024,DOT,$7.21,0,1425823535.28,200000000.00,500000000.00,300000000.00,425823535.28
Feb 05 2024,DOT,$6.69,0,1424000005.75,200000000.00,500000000.00,300000000.00,424000005.75
Jan 31 2024,DOT,$6.92,0,1422176476.23,200000000.00,500000000.00,300000000.00,422176476.23
Jan 27 2024,DOT,$6.67,0,1420717652.61,200000000.00,500000000.00,300000000.00,420717652.61
Jan 22 2024,DOT,$6.84,0,1418894123.09,200000000.00,500000000.00,300000000.00,418894123.09
Jan 18 2024,DOT,$7.30,0,1417435299.47,200000000.00,500000000.00,300000000.00,417435299.47
Jan 13 2024,DOT,$7.53,0,1415611769.94,200000000.00,500000000.00,300000000.00,415611769.94
Jan 08 2024,DOT,$6.94,0,1413788240.42,200000000.00,500000000.00,300000000.00,413788240.42
Jan 04 2024,DOT,$7.68,0,1412329416.80,200000000.00,500000000.00,300000000.00,412329416.80
Dec 30 2023,DOT,$8.20,0,1410505887.27,200000000.00,500000000.00,300000000.00,410505887.27
Dec 26 2023,DOT,$9.21,0,1409047063.65,200000000.00,500000000.00,300000000.00,409047063.65
Dec 21 2023,DOT,$6.93,0,1407223534.13,200000000.00,500000000.00,300000000.00,407223534.13
Dec 17 2023,DOT,$7.09,0,1405764710.51,200000000.00,500000000.00,300000000.00,405764710.51
Dec 12 2023,DOT,$6.73,0,1403941180.98,200000000.00,500000000.00,300000000.00,403941180.98
Dec 07 2023,DOT,$6.04,0,1402117651.46,200000000.00,500000000.00,300000000.00,402117651.46
Dec 03 2023,DOT,$5.56,0,1400658827.84,200000000.00,500000000.00,300000000.00,400658827.84
Nov 28 2023,DOT,$5.11,0,1398835298.31,200000000.00,500000000.00,300000000.00,398835298.31
Nov 24 2023,DOT,$5.14,0,1397376474.70,200000000.00,500000000.00,300000000.00,397376474.70
Nov 19 2023,DOT,$5.27,0,1395552945.17,200000000.00,500000000.00,300000000.00,395552945.17
Nov 14 2023,DOT,$5.39,0,1393729415.65,200000000.00,500000000.00,300000000.00,393729415.65
Nov 10 2023,DOT,$4.96,0,1392270592.03,200000000.00,500000000.00,300000000.00,392270592.03
Nov 05 2023,DOT,$4.71,0,1390447062.50,200000000.00,500000000.00,300000000.00,390447062.50
Nov 01 2023,DOT,$4.44,0,1388988238.88,200000000.00,500000000.00,300000000.00,388988238.88
Oct 27 2023,DOT,$4.25,0,1387164709.36,200000000.00,500000000.00,300000000.00,387164709.36
Oct 22 2023,DOT,$3.91,0,1385341179.83,200000000.00,500000000.00,300000000.00,385341179.83
Oct 18 2023,DOT,$3.66,0,1383882356.21,200000000.00,500000000.00,300000000.00,383882356.21
Oct 13 2023,DOT,$3.67,0,1382058826.69,200000000.00,500000000.00,300000000.00,382058826.69
Oct 09 2023,DOT,$4.01,0,1380600003.07,200000000.00,500000000.00,300000000.00,380600003.07
Oct 04 2023,DOT,$4.06,0,1378776473.54,200000000.00,500000000.00,300000000.00,378776473.54
Sep 29 2023,DOT,$4.07,0,1376952944.02,200000000.00,500000000.00,300000000.00,376952944.02
Sep 25 2023,DOT,$4.03,0,1375494120.40,200000000.00,500000000.00,300000000.00,375494120.40
Sep 20 2023,DOT,$4.16,0,1373670590.88,200000000.00,500000000.00,300000000.00,373670590.88
Sep 16 2023,DOT,$4.17,0,1372211767.26,200000000.00,500000000.00,300000000.00,372211767.26
Sep 11 2023,DOT,$4.15,0,1370388237.73,200000000.00,500000000.00,300000000.00,370388237.73
Sep 06 2023,DOT,$4.26,0,1368564708.21,200000000.00,500000000.00,300000000.00,368564708.21
Sep 02 2023,DOT,$4.20,0,1367105884.59,200000000.00,500000000.00,300000000.00,367105884.59
Aug 28 2023,DOT,$4.49,0,1365282355.06,200000000.00,500000000.00,300000000.00,365282355.06
Aug 24 2023,DOT,$4.49,0,1363823531.44,200000000.00,500000000.00,300000000.00,363823531.44
Aug 19 2023,DOT,$4.52,0,1362000001.92,200000000.00,500000000.00,300000000.00,362000001.92
Aug 15 2023,DOT,$4.99,0,1360541178.30,200000000.00,500000000.00,300000000.00,360541178.30
Aug 10 2023,DOT,$5.04,0,1358717648.77,200000000.00,500000000.00,300000000.00,358717648.77
Aug 05 2023,DOT,$4.98,0,1356894119.25,200000000.00,500000000.00,300000000.00,356894119.25
Aug 01 2023,DOT,$5.10,0,1355435295.63,200000000.00,500000000.00,300000000.00,355435295.63
Jul 27 2023,DOT,$5.23,0,1353611766.10,200000000.00,500000000.00,300000000.00,353611766.10
Jul 23 2023,DOT,$5.35,0,1352152942.49,200000000.00,500000000.00,300000000.00,352152942.49
Jul 18 2023,DOT,$5.28,0,1350329412.96,200000000.00,500000000.00,300000000.00,350329412.96
Jul 13 2023,DOT,$5.13,0,1348505883.44,200000000.00,500000000.00,300000000.00,348505883.44
Jul 09 2023,DOT,$5.12,0,1347047059.82,200000000.00,500000000.00,300000000.00,347047059.82
Jul 04 2023,DOT,$5.41,0,1345223530.29,200000000.00,500000000.00,300000000.00,345223530.29
Jun 30 2023,DOT,$4.97,0,1343764706.67,200000000.00,500000000.00,300000000.00,343764706.67
Jun 25 2023,DOT,$4.99,0,1341941177.15,200000000.00,500000000.00,300000000.00,341941177.15
Jun 20 2023,DOT,$4.51,0,1340117647.62,200000000.00,500000000.00,300000000.00,340117647.62
Jun 16 2023,DOT,$4.38,0,1338658824.00,200000000.00,500000000.00,300000000.00,338658824.00
Jun 11 2023,DOT,$4.53,0,1336835294.48,200000000.00,500000000.00,300000000.00,336835294.48
Jun 07 2023,DOT,$5.21,0,1335376470.86,200000000.00,500000000.00,300000000.00,335376470.86
Jun 02 2023,DOT,$5.22,0,1333552941.33,200000000.00,500000000.00,300000000.00,333552941.33
May 28 2023,DOT,$5.34,0,1331729411.81,200000000.00,500000000.00,300000000.00,331729411.81
May 24 2023,DOT,$5.40,0,1330336986.30,200000000.00,500000000.00,300000000.00,330336986.30
May 19 2023,DOT,$5.35,0,1328679452.05,200000000.00,500000000.00,300000000.00,328679452.05
May 15 2023,DOT,$5.37,0,1327353424.66,200000000.00,500000000.00,300000000.00,327353424.66
May 10 2023,DOT,$5.31,0,1325695890.41,200000000.00,500000000.00,300000000.00,325695890.41
May 06 2023,DOT,$5.87,0,1324369863.01,200000000.00,500000000.00,300000000.00,324369863.01
May 01 2023,DOT,$5.93,0,1322712328.77,200000000.00,500000000.00,300000000.00,322712328.77
Apr 26 2023,DOT,$5.98,0,1321054794.52,200000000.00,500000000.00,300000000.00,321054794.52
